external_id,name,clean_name,type,inn_bin,role,country,date_base
000000403,ОТВЕРТКА.KZ ТОО ,ОТВЕРТКА.KZ ТОО,ТОО,140940018508,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000407,"InterStarCompany""ТОО",InterStarCompany ТОО,ТОО,160340013192,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000408,Евростиль Company ТОО ,Евростиль Company ТОО,ТОО,170340001557,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000409,Avis logistics ТОО ,Avis logistics ТОО,ТОО,060140017593,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000410,Касымов Мухтар Контарбаевич ИП ,Касымов Мухтар Контарбаевич ИП,ИП,571014301123,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000411,ЛесТоргСтрой ТОО ,ЛесТоргСтрой ТОО,ТОО,180240013083,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000412,KZ-Stroy Expo 2017 ТОО,KZ-Stroy Expo 2017 ТОО,ТОО,140840011517,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000135,"ТОО ""Мамут""",Мамут ТОО,ТОО,140840023661,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000138,"ТОО ""SD Uniforms""",SD Uniforms ТОО,ТОО,150440013312,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000140,"ТОО ""Спец ТреидТМ""",Спец ТреидТМ ТОО,ТОО,130540005113,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000141,Филиал ТОО Проектная Академия KAZGOR г.Астана ,Филиал Проектная Академия KAZGOR г.Астана ТОО,ТОО,990841004863,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000142,"ТОО ""FERROOM "" Представительство в г.Астана ",FERROOM  Представительство в г.Астана ТОО,ТОО,181142011334,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000143,"ТОО ""Марқатай""",Марқатай ТОО,ТОО,060540007530,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000144,"ТОО ""Мобайл Телеком-Сервис""",Мобайл Телеком-Сервис ТОО,ТОО,041140004799,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000145,"ТОО ""АльянсКоммерцМетиз""",АльянсКоммерцМетиз ТОО,ТОО,130340010886,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000146,"Филиал ТОО ""Компания Шин Line""",Филиал Компания Шин Line ТОО,ТОО,150641007132,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000030,ТОО «Clean City NC» ,Clean City NC ТОО,ТОО,170240019020,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000357,360 Professional Ltd ТОО ,360 Professional Ltd ТОО,ТОО,110440013404,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000361,Светотехника-Астана ТОО ,Светотехника-Астана ТОО,ТОО,101040006140,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000104,"ТОО ""FLIP.KZ""",FLIP.KZ ТОО,ТОО,080940002994,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000107,ТОО Ак-Ди Энергоэкспертиза,Ак-Ди Энергоэкспертиза ТОО,ТОО,080840018441,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000108,Товарищество с Ограниченной Ответственостью  ЭнергоКомпани- ПВ ,Товарищество с Ограниченной Ответственостью ЭнергоКомпани- ПВ,ТОО,090440019764,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000110,ПожТехАстана ТОО ,ПожТехАстана ТОО,ТОО,150140017512,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000112,ТОО KERAMAX GROUP (Керамакс Групп),KERAMAX GROUP (Керамакс Групп) ТОО,ТОО,161140019652,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000113,ТОО Метмаркет,Метмаркет ТОО,ТОО,180240004847,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000055,Expoprint ТОО,Expoprint ТОО,ТОО,160140022263,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000057,"ТОО ""LARGO ""(Ларго)",LARGO (Ларго) ТОО,ТОО,150940011215,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000059,GGM Astana ТОО,GGM Astana ТОО,ТОО,180240036627,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000060,Яндекс.Казахстан ТОО ,Яндекс.Казахстан ТОО,ТОО,170240015454,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000031,DORSERVICE ТОО,DORSERVICE ТОО,ТОО,171140033937,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000035,"ТОО ""Оазис -Астана""",Оазис -Астана ТОО,ТОО,120840006498,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000559,"Филиал в городе Алматы АО ""ФАЙН ОТЕЛЬ ТУРИЗМ ИШЛЕТМЕДЖИЛИК""",Филиал в городе Алматы ФАЙН ОТЕЛЬ ТУРИЗМ ИШЛЕТМЕДЖИЛИК АО,АО,050641007508,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000560,"ТОО  ""ВикРос""",ВикРос ТОО,ТОО,181140032990,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000561,Hospitality Management Group ТОО ,Hospitality Management Group ТОО,ТОО,190740011235,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000562,SUNPAPER ТОО,SUNPAPER ТОО,ТОО,090340015242,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000563,"ТОО ""Nice paper""",Nice paper ТОО,ТОО,020340004254,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000564,KAZTENT ASTANA ТОО ,KAZTENT ASTANA ТОО,ТОО,890707450733,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000565,Bau Engineering ТОО ,Bau Engineering ТОО,ТОО,170940009227,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000566,"ТОО ""ASBC KAZAKHSTAN""",ASBC KAZAKHSTAN ТОО,ТОО,180440011718,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000567,Спортмастер Казахстан ТОО ,Спортмастер Казахстан ТОО,ТОО,110440015004,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000570,"ТОО ""GID Engineering""",GID Engineering ТОО,ТОО,200540008301,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000572,"ТОО ""Компания Hoster.KZ""",Компания Hoster.KZ ТОО,ТОО,070440006808,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000573,"ТОО ""Техномарт """,Техномарт  ТОО,ТОО,161240013904,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000574,"ТОО ""Goldan Service Group"" ",Goldan Service Group ТОО,ТОО,190940003320,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000575,"ТОО ""OILBT.KZ""",OILBT.KZ ТОО,ТОО,211040027106,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000576,Eurasia Motor Premium ТОО ,Eurasia Motor Premium ТОО,ТОО,120640012118,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000577,"ТОО ""Экспо Строй Астана""",Экспо Строй Астана ТОО,ТОО,150240030632,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000579,"ТОО ""Гелос НТ""",Гелос НТ ТОО,ТОО,070240018983,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000117,АО «Кселл»,Кселл АО,АО,980540002879,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000121,KazTransCom АО,KazTransCom АО,АО,960340000405,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000122,"ГКПнаПХВ ""Астана су арнасы"" акимата города Нур-Султан",ГКП на ПХВ Астана су арнасы акимата города Нур-Султан,ГКП на ПХВ,000940002622,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000037,ТОО  «ТОО HEADHUNTER.KZ (ХЕДХАНТЕР.КЕЙЗЕТ)» ,HEADHUNTER.KZ (ХЕДХАНТЕР.КЕЙЗЕТ) ТОО,ТОО,080140008637,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000042,ТОО In Oil LTD KZ (Ин Оил ЛТД КЗ) ТОО,In Oil LTD KZ (Ин Оил ЛТД КЗ) ТОО,ТОО,040840001241,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000043,Компания ОАЗИС Астана ИП Даренский Сергей Владимир,Компания ОАЗИС Астана ИП Даренский Сергей Владимир,ИП,670114300276,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000041,ТОО  «Аршалы KZ» ,Аршалы KZ ТОО,ТОО,150240006114,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000591,RED STORE ТОО ,RED STORE ТОО,ТОО,211040029797,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000593,"ТОО ""T&Y group""",T&Y group ТОО,ТОО,170540021648,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000595,"ТОО ""TMB Group """,TMB Group  ТОО,ТОО,180340008457,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000165,"ТОО ""Turion Investment Group"" (Турион Инвесмтмент Груп)",Turion Investment Group (Турион Инвесмтмент Груп) ТОО,ТОО,130440029226,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000166,ABC  Desing ТОО,ABC Desing ТОО,ТОО,130940022455,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000167,"ТОО ""Аксиома А""",Аксиома А ТОО,ТОО,141240024400,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000168,"ТОО ""КОФЕ ОНЛАЙН""",КОФЕ ОНЛАЙН ТОО,ТОО,160940028757,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000169,"ТОО ""ОЙЛ""",ОЙЛ ТОО,ТОО,960640000029,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000170,"ТОО ""Хадиша Отель""",Хадиша Отель ТОО,ТОО,070240012954,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000171,"ТОО ""Автогаз Трэйд""",Автогаз Трэйд ТОО,ТОО,141140004759,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000175,"ТОО ""Роял Дизайн Груп""",Роял Дизайн Груп ТОО,ТОО,171040013384,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000176,Лифт Транс Сервис Астана ТОО ,Лифт Транс Сервис Астана ТОО,ТОО,150640013325,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000178,"ТОО  ""МедДез KZ""",МедДез KZ ТОО,ТОО,110240023444,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000184,"ТОО ""BBS TRADE""",BBS TRADE ТОО,ТОО,140440025582,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000185,ТОО «VI Trade» ,VI Trade ТОО,ТОО,180140010322,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000187,"ТОО ""Дария -2012""",Дария -2012 ТОО,ТОО,111240016563,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000188,"ТОО ""SANTEHPLAST""",SANTEHPLAST ТОО,ТОО,121240009939,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000189,"ТОО ""Каз-флор Астана""",Каз-флор Астана ТОО,ТОО,040740001129,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000193,"ТОО ""REMBRAND DESIGN STUDIO""",REMBRAND DESIGN STUDIO ТОО,ТОО,190440022913,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000194,"ТОО ""Астана Гүлдерi""",Астана Гүлдерi ТОО,ТОО,101040005717,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000197,"ТОО ""ASTANA DMA COMPANY""",ASTANA DMA COMPANY ТОО,ТОО,181240024923,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000199,"ТОО ""Аксу-Проект"" ",Аксу-Проект ТОО,ТОО,151140011308,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000200,ТОО IceTechProjects ,IceTechProjects ТОО,ТОО,171040036561,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000202,"ТОО ""Лит Групп"" ",Лит Групп ТОО,ТОО,170140021257,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000203,"ТОО ""InFitness"" ",InFitness ТОО,ТОО,071140005495,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000204,"ТОО ""ПрофКомпани""",ПрофКомпани ТОО,ТОО,180740026142,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000206,DANEX  LTD ТОО ,DANEX LTD ТОО,ТОО,140140025353,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000207,"ТОО ""Торговый Дизайн """,Торговый Дизайн  ТОО,ТОО,040440000922,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000209,АстанаППУкомплект ТОО,АстанаППУкомплект ТОО,ТОО,160640007397,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000210,МЕГАСТРОЙ АСТАНА DIY ТОО,МЕГАСТРОЙ АСТАНА DIY ТОО,ТОО,090840015598,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000212,"АО ""КЕЛЕТ"" ",КЕЛЕТ АО,АО,921040000727,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000213,KLINING AS ТОО,KLINING AS ТОО,ТОО,170840007782,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000216,"ТОО ""Спецмаркет""",Спецмаркет ТОО,ТОО,111240004599,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000218,А.Ортім ТОО,А.Ортім ТОО,ТОО,040840002993,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000219,Integra Business ТОО,Integra Business ТОО,ТОО,100840012022,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000221,Филиал ТОО  АБДИ КМ,Филиал АБДИ КМ ТОО,ТОО,171241027149,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000222,ТОО GeoTechExpert (ГеоТехЭксперт) ,GeoTechExpert (ГеоТехЭксперт) ТОО,ТОО,180140037067,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000226,Олимпик - Астана ТОО  ,Олимпик - Астана ТОО,ТОО,100640018966,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000227,"Филиал ТОО ""Мечта Маркет"" в городе Астана",Филиал Мечта Маркет в городе Астана ТОО,ТОО,180541032792,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000229,QURMET SS ТОО,QURMET SS ТОО,ТОО,190240007576,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000230,ATRA  ТОО,ATRA ТОО,ТОО,071040010755,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000231,РГУ Департамент государственных доходов по городу Нур-Султан ,РГУ Департамент государственных доходов по городу Нур-Султан,РГУ,141040030110,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000236,Метро Кэш энд Керри ТОО ,Метро Кэш энд Керри ТОО,ТОО,080740000861,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000237,ТОО Aroma Solutions ,Aroma Solutions ТОО,ТОО,160140010765,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000239,Syra Solod ТОО ,Syra Solod ТОО,ТОО,190640010907,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000241,Емиральд ТОО,Емиральд ТОО,ТОО,130240029635,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000242,ТОО Таза Алем- Астана ,Таза Алем- Астана ТОО,ТОО,110740015322,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000246,Азия Экспорт Групп ТОО,Азия Экспорт Групп ТОО,ТОО,030440005921,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000247,"""Complex - Bar KZ""(Комплекс-Бар Кей Зет) ф.ТОО в городе Нур - Султан ",Complex - Bar KZ(Комплекс-Бар Кей Зет) ф.в городе Нур - Султан ТОО,ТОО,140741029155,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000248,POS-TECH LLP ТОО,POS-TECH LLP ТОО,ТОО,190840025080,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000254,"ТОО ""Т.Б.М. - Казахстан""  ",Т.Б.М. - Казахстан ТОО,ТОО,011040001864,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000255,"ТОО ""ИнфоТех & Сервис """,ИнфоТех & Сервис  ТОО,ТОО,050840004387,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000256,СМИТ-КАЗАХСТАН ТОО,СМИТ-КАЗАХСТАН ТОО,ТОО,150740000410,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000414,"ТОО ""BMS Company""",BMS Company ТОО,ТОО,091040000117,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000415,ТД iPol ТОО ,ТД iPol ТОО,ТОО,160240011132,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000416,Starlinecomp ТОО,Starlinecomp ТОО,ТОО,190540032022,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000417,One Bakery ТОО ,One Bakery ТОО,ТОО,140740010773,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000419,АО Казпочта ,Казпочта АО,АО,000140002217,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000422,СтройДекор777 филиал ТОО ,СтройДекор777 филиал ТОО,ТОО,160241018889,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000423,Amadei ТОО ,Amadei ТОО,ТОО,171140031722,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000424,ATSkom.kz ТОО ,ATSkom.kz ТОО,ТОО,100940010387,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000425,Hot idea (Хот айдиа) ТОО ,Hot idea (Хот айдиа) ТОО,ТОО,130440002561,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000427,KAZAKHSTAN CHEMICALS ТОО ,KAZAKHSTAN CHEMICALS ТОО,ТОО,200340025929,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000429,EUROELECTRIC Kazakhstan ТОО ,EUROELECTRIC Kazakhstan ТОО,ТОО,050340000287,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000430,Эскулап ТОО ,Эскулап ТОО,ТОО,961040001099,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000431,Indesing studio ТОО,Indesing studio ТОО,ТОО,140740007991,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000432,Рика ТОО ,Рика ТОО,ТОО,961040001009,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000433,"Образовательный центр инновационных технологий ""Edige"" ТОО ",Образовательный центр инновационных технологий Edige ТОО,ТОО,150540001729,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000434,POS-TECH 12 ТОО ,POS-TECH 12 ТОО,ТОО,190140016284,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000435,"ТОО ""ТЕХНО-ИНВЕСТ-2008""",ТЕХНО-ИНВЕСТ-2008 ТОО,ТОО,071240014349,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000436,Евротехно Логистик ТОО ,Евротехно Логистик ТОО,ТОО,070640008594,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000437,LAM TECH ТОО ,LAM TECH ТОО,ТОО,040840000635,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000438,Металлист ИП ,Металлист ИП,ИП,701012300282,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000440,филиал ТОО «Торговый дизайн» в г. Астана,филиал Торговый дизайн в г. Астана ТОО,ТОО,050941004643,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000442,Dastin Group ТОО ,Dastin Group ТОО,ТОО,190640020568,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000444,Sinooil ТОО ,Sinooil ТОО,ТОО,041141006344,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000447,VILED FASHION (ВИЛЕД ФЕШН) ТОО ,VILED FASHION (ВИЛЕД ФЕШН) ТОО,ТОО,090740001544,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000718,"ТОО ""eCapital""",eCapital ТОО,ТОО,141240008220,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000720,"Филиал ТОО ""ARBUZ GROUP (АРБУЗ ГРУП)""",Филиал ARBUZ GROUP (АРБУЗ ГРУП) ТОО,ТОО,200841021345,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000722,"ТОО ""ГЕО-Инжиниринг-1""",ГЕО-Инжиниринг-1 ТОО,ТОО,140440006219,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000723,"ТОО ""2GIS-Astana (2ГИС-Астана)""",2GIS-Astana (2ГИС-Астана) ТОО,ТОО,150540014225,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000727,"ТОО ""LTE &amp; K""",LTE &amp; K ТОО,ТОО,210140019394,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000729,"ТОО ""ТехноСпортЦентрКазахстан""",ТехноСпортЦентрКазахстан ТОО,ТОО,020540002720,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000731,"ТОО ""А.М. Престиж""",А.М. Престиж ТОО,ТОО,210540001465,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000734,"ТОО ""НурТас Сервис Алматы""",НурТас Сервис Алматы ТОО,ТОО,090640005147,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000735,"ТОО ""Симба KZ""",Симба KZ ТОО,ТОО,080440004050,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000736,"ТОО ""ТэоХим Казахстан""",ТэоХим Казахстан ТОО,ТОО,141040020103,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000741,"ТОО ""CH Engineering""",CH Engineering ТОО,ТОО,070640007229,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000742,"ТОО ""PROMIX GROUP""",PROMIX GROUP ТОО,ТОО,200140003524,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000744,"АО ""Компания по страхованию жизни ""Standard Life""",Компания по страхованию жизни Standard Life АО,АО,070940015052,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000745,"ТОО  ""BRAIN FOOD (БРАЙН ФУД)""",BRAIN FOOD (БРАЙН ФУД) ТОО,ТОО,201040004918,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000747,"ТОО ""Качество и Результат""",Качество и Результат ТОО,ТОО,200840026390,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000748,"ТОО ""J-time""",J-time ТОО,ТОО,200140037509,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000751,"ТОО ""МНК Плюс""",МНК Плюс ТОО,ТОО,141040019279,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000752,"ТОО ""Auto Center Astana Motor""",Auto Center Astana Motor ТОО,ТОО,100440016685,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000753,"ТОО ""ARKA TOUR""",ARKA TOUR ТОО,ТОО,050440000469,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000756,"ТОО ""NST&H (Эн Эс Ти энд Аш)""",NST&H (Эн Эс Ти энд Аш) ТОО,ТОО,210140013167,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000757,"ТОО ""PLINTAL ALUMINIUM OF KAZAKHSTAN""",PLINTAL ALUMINIUM OF KAZAKHSTAN ТОО,ТОО,230240047713,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000759,"ТОО ""CO-PROSTRANSTVO""",CO-PROSTRANSTVO ТОО,ТОО,211140017579,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000761,"ТОО ""ҒИМАРАТ 2020""",ҒИМАРАТ 2020 ТОО,ТОО,191040016661,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
